title,artist,date,category,medium,id,url,image
La Mendicante,Lorenzo Viani,;,Desenho,carvão e pastel sobre cartão,40257,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40257,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/7/14775_ca_object_representations_media_9700_large.jpg
La Mendicante,Lorenzo Viani,;,Desenho,carvão e pastel sobre cartão,40257,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40257,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/7/14775_ca_object_representations_media_9700_large.jpg
Clemência,Rochelle Costi,2006;,Objeto | Fotografia digital,impressão sobre película de acetato montada em caixa de aglomerado de madeira com lâmpada fluorescente,40190,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40190,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/2/70082_ca_object_representations_media_9276_large.jpg
Destrucción simétrica,Cristian Segura,2010;,Impressão,Impressão fotográfica em cores sobre papel,40218,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40218,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/3/2368_ca_object_representations_media_9309_large.jpg
Bellas artes,Cristian Segura,2010;,Impressão,impressão fotográfica em cores sobre papel,40217,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40217,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/3/8866_ca_object_representations_media_9308_large.jpg
Fuego en el museo,Cristian Segura,2010;,Impressão,impressão em cores sobre papel,40216,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40216,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/3/24974_ca_object_representations_media_9307_large.jpg
Fuego en el museo,Cristian Segura,2010;,Impressão,impressão em cores sobre papel,40215,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40215,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/3/36785_ca_object_representations_media_9306_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Vernacular zona de penumbra III (Roupas freudianas),Teresa Berlinck,2018;,Pintura,acrílica e óleo sobre tela,40137,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40137,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/64077_ca_object_representations_media_9177_large.jpg
Cães marinheiros,Janaina Wagner,2020;,Vídeo instalação | Vídeo digital,"vídeo digital, som, cor, 7'",40127,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40127,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/83826_ca_object_representations_media_9130_large.jpg
Baleia fantasma,Janaina Wagner,2023;,Instalação multimídia,"compensado de madeira, vidro, vídeo digital, áudio digital e caixas de som",40109,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40109,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/1/33486_ca_object_representations_media_9107_large.jpg
Aparecida,Moisés Patrício,2012;,Pintura | Escultura | Instalação,"acrílica sobre tela, madeira pintada, compensado de madeira e mão francesa em metal pintado",40035,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40035,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/0/9867_ca_object_representations_media_9005_large.jpg
Balada 35,Osvaldo Carvalho,2021;,Pintura,acrílica sobre papel e projétil de arma de fogo,40032,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40032,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/6/57858_ca_object_representations_media_8623_large.jpg
Balada 35,Osvaldo Carvalho,2021;,Pintura,acrílica sobre papel e projétil de arma de fogo,40032,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40032,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/6/57858_ca_object_representations_media_8623_large.jpg
Balada 35,Osvaldo Carvalho,2021;,Pintura,acrílica sobre papel e projétil de arma de fogo,40032,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40032,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/6/57858_ca_object_representations_media_8623_large.jpg
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Sem emoção,Anésia Pacheco e Chaves,2017;,Assemblage | Desenho,"nanquim sobre papel, vergalhão de ferro e papel espelho sobre aglomerado de madeira",40015,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40015,
Rasga mortalha,Thiago Martins de Melo,2019;,Vídeo digital,"vídeo-animação digital MOV, som, cor, 13'50",40007,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40007,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/27857_ca_object_representations_media_8497_large.jpg
Madame Satã 01,"Laercio Redondo , Birger Lipinski",2023;,Instalação | Objeto,"madeira, fio de aço, pluma, metal, acrílico, plástico e vidro",39975,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39975,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/13300_ca_object_representations_media_8462_large.jpg
Madame Satã 01,"Laercio Redondo , Birger Lipinski",2023;,Instalação | Objeto,"madeira, fio de aço, pluma, metal, acrílico, plástico e vidro",39975,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39975,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/13300_ca_object_representations_media_8462_large.jpg
Madame Satã 01,"Laercio Redondo , Birger Lipinski",2023;,Instalação | Objeto,"madeira, fio de aço, pluma, metal, acrílico, plástico e vidro",39975,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39975,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/13300_ca_object_representations_media_8462_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
A rede do amor culpado (Bailado da lua),Vicente do Rego Monteiro,1920;,Aquarela,aquarela sobre papel,40039,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40039,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/9/0/23629_ca_object_representations_media_9040_large.jpg
Rasga mortalha,Thiago Martins de Melo,2019;,Vídeo digital,"vídeo-animação digital MOV, som, cor, 13'50",40007,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/40007,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/27857_ca_object_representations_media_8497_large.jpg
Galho,Laura Vinci,2018;,Objeto,latão fundido e talha,39920,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39920,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/7/55630_ca_object_representations_media_8780_large.jpg
Alinhamento,Emmanuel Nassar,2018;,Objeto,"esmalte sintético sobre madeira, prego, varetas de aço e martelo",39742,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39742,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/1/1426_ca_object_representations_media_8105_large.jpg
Alinhamento,Emmanuel Nassar,2018;,Objeto,"esmalte sintético sobre madeira, prego, varetas de aço e martelo",39742,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39742,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/1/1426_ca_object_representations_media_8105_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mulheres e peixe,Gilvan Samico,1960;,Gravura,xilografia em cores sobre papel,39605,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39605,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/65810_ca_object_representations_media_7972_large.jpg
Mim quer sair de si,Lenora de Barros,1993;,Fotografia digital,impressão jato de tinta pb sobre papel de algodão,39604,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39604,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/67731_ca_object_representations_media_8479_large.jpg
Mim quer sair de si,Lenora de Barros,1993;,Fotografia digital,impressão jato de tinta pb sobre papel de algodão,39604,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39604,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/8/4/67731_ca_object_representations_media_8479_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Sem título,Marina Caram,1952;,Gravura,xilografia sobre papel,39594,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39594,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/98358_ca_object_representations_media_7951_large.jpg
Eu Gisberta,Hilda de Paulo,2015;,Impressão,impressão em cores sobre papel,39588,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39588,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/82340_ca_object_representations_media_7917_large.jpg
Eu Gisberta,Hilda de Paulo,2015;,Impressão,impressão em cores sobre papel,39588,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39588,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/9/82340_ca_object_representations_media_7917_large.jpg
Amazônia Rio Negro #2,Gabriela Albergaria,2021;,Desenho,lápis de cor sobre papel,39573,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39573,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/8/8842_ca_object_representations_media_7866_large.jpg
Amazônia Rio Negro #2,Gabriela Albergaria,2021;,Desenho,lápis de cor sobre papel,39573,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39573,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/8/8842_ca_object_representations_media_7866_large.jpg
"kéeroa nhoa, nhiníko hótshome kaakó karo nhoa",Denilson Baniwa,2018 – 2021;,Audiovisual | Registro de ação | Vídeo,,39568,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39568,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/7/2263_ca_object_representations_media_7748_large.jpg
Verde-rosa-vermelho,Alfredo Volpi,circa 1954;,Pintura,têmpera sobre tela,39553,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39553,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/6/7982_ca_object_representations_media_7634_large.jpg
Black Widow,Alexander Calder,circa 1948;,,arame e metal pintado,39347,https://acervo.mac.usp.br/acervo/index.php/Detail/objects/39347,https://acervo.mac.usp.br/acervo/media/collectiveaccess/images/7/2/57187_ca_object_representations_media_7225_large.jpg
